台灣柒天精品旅店,Sevenday Hotel,萬華區環河南路二段282號1至4樓,"No.282, Sec. 2, Huanhe S. Rd., Wanhua Dist.",02-23085222,36
橙舍背包客國際青年旅館,TW Hostel,萬華區漢口街二段41號1-3樓,"3F., No. 56, Sec.2, HanKou St., Wanhua Dist.",02-23119559,5
藝築文旅開封館,Artinn Hotel,萬華區開封街二段63號,"No. 63, Sec. 2, Kaifeng St., Wanhua Dist.",02-23312986,12
方舟旅店,ARK HOTEL,中正區信義路二段255號1至4樓,"1-4F., No.255, Sec. 2, Xinyi Rd., Zhongzheng Dist.",02-23912600,12
太子文旅-修齊館,Academy Hotel-Hsiu Chi,中正區思源街16、16之1號,"No. 16、16-1, Siyuan St., Zhongzheng Dist.",02-23631066,95
春天酒店,Spring City Resort,北投區幽雅路18號,"1-6F., No.18, Youya Rd., Beitou Dist.",02-28924546,81
玩行旅 台北館,wowhappy-taipei,中正區金山南路1段8號1樓至8樓,"No.8,Sec.1,Jinshan S.Rd., Zhongzheng Dist.",02-23212680,49
嘉賓閣旅館,Jia Bin Ger Hot Spring Resorts Hotel,北投區光明路230號B1-7樓,"B1-7F., No.230, Guangming Rd., Beitou Dist.",02-28930055,47
台北慕軒飯店，臻品之選,"Madison Taipei, a Tribute Portfolio Hotel",大安區敦化南路一段331號1-13樓,"1-13F., No.331, Sec. 1, Dunhua S. Rd., Da’an Dist.",02-77266699,124
美麗信花園酒店,Miramar Garden Taipei,中山區市民大道三段83號,"No.83, Sec. 3, Civic Blvd., Zhongshan Dist.",02-87728800,203
漫旅時光,Travel Time hotel,中山區林森北路282號3樓,"3F., No.282, Linsen N. Rd., Zhongshan Dist.",02-25617711,20
美亞商旅,MAYER INN,中正區忠孝西路一段50號3樓至5樓及3樓之1至5樓之1,"3-5F., No. 50, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist.",02-23313001,264
龍山旅社,Monka Hotel,萬華區西園路一段125巷13-1號1-3樓,"1F-4F., No.139, Sec. 1, Xiyuan Rd., Wanhua Dist.",02-23064990,14
龍蝦先生的秘密巢穴,The Box Hotel,大同區重慶北路一段22號9樓,"9F, No. 22, Sec.1, Chongqing N Rd, Datong Dist.",02-25558752,33
小雅旅店,SHOW ART HOTEL,松山區八德路四段616號5樓,"5F., No.616, Sec. 4, Bade Rd., Songshan Dist.",02-27631122,17
天雲旅棧台北基河,Tango Hotel Taipei JiHe,士林區基河路18號,"No.18, Jihe Rd., Shilin Dist.",02-28856666,31
日日吉旅店,Lucky One Hostel,大同區昌吉街1號 1樓至3樓,"No.1, Changji St., Datong Dist.",02-25991787,21
北投晶泉丰旅,Wellspring by Silks Beitou,北投區泉源路19號、19之1號（地上1層至地上14層）,"No. 19, Quanyuan Rd., Beitou Dist.",02-66108000,98
丹迪旅店-大安森林公園店,Dandy Hotel Dann Park Branch,大安區信義路三段33號3-10樓,"NO.33,Sec. 3,Xinyi Rd., Da’an Dist.",02-27076899,73
天雲旅棧台北開封,Tianyun Hotel Taipei Kaifeng,中正區開封街1段33號1至8樓,"1-8F., No. 33, Sec. 1, Kaifeng St., Zhongzheng Dist.",02-23811111,158
泊居旅店二館,OURS INN II,中山區林森北路96號3樓、3樓之1,"3F-1,3F,No.96,Linsen N, Rd.,Zhongshan Dist.",02-25417766,14
享住旅店 Just Live Inn,Just Live Inn,"中正區漢口街一段4,6號2-4樓","No.4,6, Sec. 1, Hankou St., Zhongzheng Dist.",02-23713151,18
老爺商務會館,RoyalInn Taipei Nanxi,中山區南京西路1號8-11樓,"8F., No.1, Nanjing W. Rd., Zhongshan Dist.",02-25316171,76
旅晨行旅,RE-CHANGE,中正區重慶南路一段1號2樓,"2F., No.1, Sec. 1, Chongqing S. Rd., Zhongzheng Dist.",02-23116388,23
台北美福大飯店,Grand Mayfull Hotel Taipei,中山區樂群二路55號,"No.55, Lequn 2nd Rd., Zhongshan Dist.",02-77223399,146
?朗旅宿,AKA HOTEL,大安區金華街187號2樓、5樓~13樓,"2F., NO.187,Jinhua St.,Da& #39;an Dist.",02-23418828,100
意芙旅店,IF inn,大同區延平北路二段197號2樓,"2F., No.197, Sec. 2, Yanping N. Rd., Datong Dist.",02-25532133,20
洛碁大飯店慶天閣,Green World Sansui,中山區中山北路二段181號7-9樓,"1-5F., No.181, Sec. 2, Zhongshan N. Rd., Zhongshan Dist.",02-25971281,24
雀客藏居台北內湖,CHECK inn SELECT Taipei NeiHu,內湖區成功路二段512、514號地下1樓至10樓,"B1F-10F., No. 512、514, Sec. 2, Chenggong Rd., Neihu Dist.",02-27956977,160
所在行旅,Urban Abode,中正區忠孝西路一段50號 24樓之6,"Suite 6, 24th Fl., No. 50, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist.",02-77552077,2
美代溫泉飯店,BEAUTYAGE SPRING HOTEL,北投區光明路281號1-3樓,"No.281, Guangming Rd., Beitou Dist.",02-28912174,20
新舍商旅-林森館,XINSHE Hotel Linsen,中山區林森北路477號,"No.477, Linsen N. Rd., Zhongshan Dist.",02-77431000,79
雀客旅館台北內湖,CHECKinn Taipei NeiHu,內湖區民權東路六段123巷34弄1號1至12樓,"1-12F., No.1, Aly. 34, Ln. 123, Sec. 6, Minquan E. Rd., Neihu Dist.",02-87925319,87
立和商務旅館-漢口館,LIHO HOTEL-HanKou,萬華區漢口街二段54號10樓,"10th Floor, No. 54, Section 2, Hankou Street, Wanhua District",02-23613350,59
五月家青旅台大館,May Rooms Taipei NTU Gongguan Branch,文山區羅斯福路四段208號1-2樓,"No.208, Sec. 4, Roosevelt Rd., Wunshan District",02-23652284,13
黛芬旅館,TAIFEN HOTEL,萬華區昆明街76號3樓,"3F., No.76, Kunming St., Wanhua District",02-23719751,15
慶爾喜旅館長沙一館,CheersLoft,萬華區長沙街二段11號2樓,"2F,N0.11,Sec.2,Changsha St. Wahua Dist. ",02-77309920,15
六福居,Leofoo Residences,中山區南京東路一段38號,"No.38, Sec. 1, Nanjing E. Rd., Zhongshan Dist.",02-77010165,49
客憩旅宿,COZY HOME,中正區重慶南路一段63號2樓,"2F., No. 63, Section 1, Chongqing South Road, Zhongzheng District",02-23116118,11
在家行旅,At Home,中山區中山北路二段65巷2弄3號1-4樓,"No.3, Alley 2, Lane 65, Sec. 2, Jhongshan N. Rd., Jhongshan District",02-25413959,15
香城大飯店,CHARMING CITY HOTEL,大安區信義路四段295號1至11樓,"No.295, Sec. 4, Xinyi Rd., Da’an Dist.",02-27049546,60
儷萊飯店(普亨萊大飯店),Relite Hotel,中正區中華路一段21號12樓,"8-11F., No.21, Sec. 1, Zhonghua Rd., Zhongzheng Dist.",02-23111440,13
瘋台北青旅,FUN INN TAIPEI,中正區延平南路21號2樓及6樓,"2F., No.21, Yanping S. Rd., Zhongzheng Dist.",02-23821818,17
台北臥客旅店,WE COME HOSTEL,大同區甘谷街26號7樓,"2F.-1, No.26, Gangu St., Datong Dist.",02-25557177,13
城市商旅北門二館,City Siutes Beimen,大同區長安西路271號2樓至4樓、275號1樓至4樓,"NO.265,Chang&#39;an W.Rd.,Datong Dist.",02-25525777,19
宜津美侖大飯店,PARK TAIPEI HOTEL,"大安區復興南路1段315號,317號,317號2樓","No.317, Sec. 1, Fuxing S. Rd., Da’an Dist.",02-55793888,143
日光樂居成都館,Funstay Inn(Cheng Du),萬華區成都路99號2樓至4樓,"2-4F., No. 99, Chengdu Rd",02-23886898,14
天閣酒店(台北林森),Tango HOTEL Taipei LinSen,中山區中山北路一段83巷15號1樓至6樓,"No.15, Ln. 83, Sec. 1, Zhongshan N. Rd., Zhongshan Dist.",02-25319999,65
丰居旅店忠孝館,VIA HOTEL ZHONGXIAO,大安區復興南路1段126巷1號3樓(含3樓、3樓夾層、4樓),"3F., No.1, Ln. 126, Sec. 1, Fuxing S. Rd., Da’an Dist.",02-77116368,21
109 Inn Taipei 台北109旅店,VIA HOTEL ZHONGXIAO,中正區博愛路36號3樓、7樓,"3F., No.1, Ln. 126, Sec. 1, Fuxing S. Rd., Da’an Dist.",0905-972109,14
承攜行旅台北復北館,Guide Hotel Taipei Fuxing N.,松山區復興北路307號1至7樓,"1-7F,No307, Fuxing N.Rd.Songshan Dist.",02-27122155,65
伊倫商務旅館,ERIN HOTEL,中山區松江路123巷10號1-4樓,"No.10, Lane 123, Songjiang Rd., Jhongshan District",02-25076666,31
馥悅溫泉酒店,Rich&Free Hotel-Beitou,北投區中山路26號1-5樓,"No.26, Zhongshan Rd., Beitou Dist.",02-28969798,44
夾腳拖的家長安122,Flip Flop Hostel Garden,大同區長安西路 122 號、124號 1至4樓,"No.122, Chang’an W. Rd., Datong Dist.",02-25585050,31
合星旅館,Star Hostel East,大安區忠孝東路四段147巷5號3樓,"3F., No.5, Ln. 147,Sec. 4, Zhongxiao E. Rd., Da&#39; an Dist.",02-27218225,18
台北W飯店,W Taipei,信義區忠孝東路五段10號,"No.10, Sec. 5, Zhongxiao E. Rd., Xinyi Dist.",02-77038888,405
貴都飯店,CRYSTAL HOTEL,萬華區西藏路192-1號,"No.192, Xizang Rd., Wanhua Dist.",02-23029345,69
瀚寓夏天,HANNS HOUSE,中正區汀州路三段62號、3樓、6樓,"1-12th Floor, No. 206, Section 1, Keelung Road, Xinyi District",02-87583777,69
瑪奇商務旅店,MACCHI HOTEL,文山區景中街30巷6號3-4樓,"3-4F., No.6, Ln. 30, Jingzhong St., Wenshan Dist.",02-29321000,26
金財神旅館,YUEH LAI HOTEL,中正區中華路一段21號3樓,"6-7F., No.21, Sec. 1, Zhonghua Rd., Zhongzheng Dist.",02-23110066,12
和逸 台北忠孝館,Cozzi,中正區忠孝東路一段31號1至12樓,"No.31, Sec. 1, Zhongxiao E. Rd., Zhongzheng Dist.",02-77253399,123
喜瑞飯店,Ambience Hotel,中山區長安東路一段64號B1-10樓,"2~10F,No.64, Sec. 1, Chang’an E. Rd., Zhongshan Dist.",02-25410077,61
瑞華旅社,R & F HOTEL,大安區忠孝東路四段235號4-5樓,"3F., No.235, Sec. 4, Zhongxiao E. Rd., Da’an Dist.",02-27413147,20
幸福蘋果旅店,Lucky Apple Hotel,萬華區峨眉街109、109-2號(1樓部分、2至7樓),"No.109-2,Emei St.Wanhua Dist",02-23117877,49
洛碁大飯店驛,Green World Taipei Station,中正區重慶南路1段21號1至10樓及15號2至10樓,"No.21,1-10F and No.15, 2-10F , Sec. 1, Chongqing S. Rd., Zhongzheng Dist.",02-23819199,103
台北商旅慶城館,Les Suites Taipei (Ching-cheng),松山區慶城街12號,"No.12, Qingcheng St., Songshan Dist.",02-87127589,84
甄美精品商旅,Hotel Bfun,中山區林森北路259巷9號2樓,"2F., No.9, Ln. 259, Linsen N. Rd., Zhongshan Dist.",02-25639696,41
東驛商務旅館,E-HOUSE hotel,萬華區昆明街76號8-9樓,"8F., No. 76, Kunming St., Wanhua Dist.",02-23831999,34
瑞沂國際飯店,E-HOUSE hotel,中山區松江路95-1號5樓,"8F., No. 76, Kunming St., Wanhua Dist.",0911-141111,10
梧邸酒店台北杭州,ODD Hotel Taipei HangZhou,中正區杭州南路一段12號,"No. 12, Sec. 1, Hangzhou S. Rd., Zhongzheng Dist.",02-23933598,73
家賓大旅社,JIA BIN HOTEL,文山區景文街42號6-7樓,"6-7F., No.42, Jingwen St., Wenshan Dist.",02-29325915,32
西門航棧旅館,Ximen Airline Hotel,"萬華區中華路一段144號7-8樓,7樓之1,8樓之1","8F., No.144, Sec. 1, Zhonghua Rd., Wanhua Dist.",02-23880777,38
國聯大飯店,United Hotel,大安區光復南路200號,"No.200, Guangfu S. Rd., Da-an Dist.",02-27731515,243
安捷國際公寓酒店,AJ Residence,大同區市民大道1段201號15樓、15樓之1至之3、之5至之10,"15th Floor, 15th Floor, 1 to 3, 5 to 10, No. 201, Section 1, Civic Avenue, Datong District",02-25592900,9
蜂巢 Bee House,Bee House Hotel,"大同區太原路55, 57號2至5樓","No.57,Taiyuan Rd.,Datong Dist.",02-25599000,31
悅心旅,Yes Taipei Hotel,大同區重慶北路1段61號1樓 至3樓,"1F~3F., No. 61, Sec. 1, Chongqing N. Rd., Datong Dist.",02-25591525,14
悅來旅館,YUEH LAI HOTEL,中正區中華路一段21號6-7樓,"6-7F., No.21, Sec. 1, Zhonghua Rd., Zhongzheng Dist.",02-23110066,26
智慧環境會館-菁山遊憩區,Intelligent Environmental Hotel,士林區菁山路101巷71弄16號,NO.16，Aly.71，Ln.101，Jingshan Rd.，Shilin Dist.，,02-28625116,17
立德北投溫泉飯店,Li De Bei Tou Hot Spring Hotel,北投區幽雅路11號B1-3樓,"1-3F., No.11, Youya Rd., Beitou Dist.",02-28973611,25
朵兒旅館,Dor HOTEL,中山區新生北路1段66號2樓,"2F., No.66, Sec. 1, Xinsheng N. Rd., Zhongshan Dist.",02-25232699,7
艾爾行旅,HEJ,大安區忠孝東路四段87號7樓、7樓之2、7樓之3、7樓之4及7樓之8,"No.87, Sec. 4, Zhongxiao E. Rd., Da’an Dist.",02-27418080,40
真珠賓館,JEN JU HOTEL,士林區延平北路五段67號3樓,"3F., No.67, Sec. 5, Yanping N. Rd., Shihlin District",02-28127971,6
乃晶旅社,Nai Jing Hotel,萬華區西園路一段168號12樓,"12F., No.168, Sec. 1, Xiyuan Rd., Wanhua Dist.",02-23043795,10
探索汽車旅館南港館,Tansuo Dingji Hotel,南港區重陽路66號1至4樓,"1-4F., No.66, Chongyang Rd., Nangang Dist.",02-26537727,61
太豪大飯店,TAI HOPE HOTEL,松山區興安街137號1-6樓,"1-6F., No.137, Xing’an St., Songshan Dist.",02-27195152,38
沃田旅店,Mellowfields Hotel,士林區中山北路七段127號1至13樓,"No.113, Sec. 7, Zhongshan N. Rd., Shilin Dist.",02-28752288,172
詩漫精品旅館,Smile Inn,中正區館前路8號6樓,"6F., No.8, Guanqian Rd., Zhongzheng Dist.",02-23820111,33
承攜行旅台北信義館,GUIDE HOTEL-Taipei XinYi,信義區基隆路二段15-2號,"No.15-2, Sec. 2, Keelung Rd., Xinyi Dist.",02-23453511,20
儷客旅店-站前店,Click Hotel Taipei Main Station Branch,中正區忠孝西路一段72號5樓及5樓之1,"5F., No.72, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist.",02-23118081,30
友華賓館,BEST HOTEL,"松山區八德路四段656,656-1號6樓","6F., No.656,656-1, Sec. 4, Bade Rd., Songshan District",02-27630505,30
密都大飯店,MEADOW HOTEL,中山區長春路246號2-9樓,"2-9F., No.246, Changchun Rd., Zhongshan Dist.",02-25068866,48
正是旅館,Just Inn Taipei（City Hall）,信義區基隆路一段182號1樓至7樓,"1/F,No.182,Section 1,Keelung Rd, Xinyi Dist",02-23718230,18
凱統大飯店,KDM Hotel,大安區忠孝東路三段8號3-9樓,"No.8, Sec. 3, Zhongxiao East Rd., Da-an Dist.",02-27211162,56
台北六福萬怡酒店,Courtyard by Marriott Taipei,南港區忠孝東路七段359號7-30樓,"7F.、7F.-1,、8F.、 9F. 、 9F-1、 30F., No.359, Sec. 7, Zhongxiao E. Rd., Nangang Dist.",02-21716565,465
大榮大旅社,EVER GREEN HOTEL,萬華區西寧南路185號2-4樓,"No.185, Xining S. Rd., Wanhua Dist.",02-23316527,17
約克旅店,york design hotel,中正區南陽街13號4樓,"4F., No.13, Nanyang St., Zhongzheng Dist.",02-23705528,17
北投麗禧溫泉酒店,Grand View Resort Beitou,北投區幽雅路30號,"No.30, Youya Rd., Beitou Dist.",02-28988888,66
吉泰旅店,GREATT HOTEL,士林區大東路93號1至4樓,"1-4F., No.93, Dadong Rd., Shilin Dist.",02-28822278,19
尚美精旅,HOTEL IJOURNEY,中山區民生西路16號4樓,"4F., No.16, Minsheng W. Rd., Zhongshan Dist.",02-25230188,14
新凱飯店,SILKEN HOTEL,中山區新生北路3段76之1號1至10樓,"1-10F., No.76-1, Sec. 3, Xinsheng N. Rd., Zhongshan Dist.",02-25855000,42
丰居旅店北車館,Via Hotel Taipei Station,中正區重慶南路一段60號,"No.60, Sec. 1, Chongqing S. Rd., Zhongzheng Dist.",02-23142121,23
吉緻行旅天津館,G Hotel Tianjin Street,中山區天津街57號2至8樓,"2-8F., No.57, Tianjin St., Zhongshan Dist.",02-25365678,55
富驛時尚酒店　,FX HOTEL,中山區南京東路三段131號10樓至13樓,"10-13F., No.131, Sec. 3, Nanjing E. Rd., Zhongshan Dist.",02-55720777,180
慶爾喜旅館,CheersLoft,萬華區武昌街二段72號11樓,"2F,N0.11,Sec.2,Changsha St. Wahua Dist. ",02-77309920,6
大新飯店,MEADOW HOTEL,中山區長春路246號11-12樓,"2-9F., No.246, Changchun Rd., Zhongshan Dist.",02-25068866,11
米窩飯店-站前,Meworld Hotel-Taipei Main Station,中正區忠孝西路1段50號7樓、7樓之1、之2、之3、8樓,"7F.,7F.-1,-2,-3,8F., No. 50, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist.",02-23810028,200
亞都麗緻大飯店,The Landis Taipei,中山區民權東路2段41號,"No.41, Sec. 2, Minquan E. Rd., Zhongshan Dist.",02-25971234,219
儷萊旅館,Relite Hotel,"中正區中華路一段21號4-5樓,8-11樓","8-11F., No.21, Sec. 1, Zhonghua Rd., Zhongzheng Dist.",02-23111440,78
摩莎曼拉商務旅館-西門館,LIHO HOTEL-HanKou,萬華區漢口街二段54號8樓、8樓之1、8樓之6、8樓之7、8樓 之8、9樓、9樓之1,"10th Floor, No. 54, Section 2, Hankou Street, Wanhua District",02-23613350,88
新榮大旅社,SHIN RONG HOTEL,士林區文林路116號,"No.116, Wunlin Rd., Shihlin District",02-28812531,18
進綵商旅,D.G.Hotel,大同區迪化街一段334號1至3樓,"No.334. Section 1, Dihua ST Datong District",02-25536711,6
豪城商旅民生館,Hope City MingSheng Hotel,松山區民生東路三段113巷7弄11號1樓至6樓,"1F-6F, No.11, Alley 7, Lane 113, Sec.3, Mingsheng East Rd.",02-27137078,38
洛碁大飯店新仕界,NEW WORLD HOTEL,萬華區昆明街139號2樓、141號3至9樓、7樓之1至13、8樓之1至8,"3-9F., No.141, Kunming St., Wanhua District",02-23118863,107
天閣酒店台北士林,The Tango Hotel Taipei Shilin,士林區基河路16-8號1樓至11樓,"1-11F.No. 16-8, Jihe Rd., Shilin Dist.",02-28866888,51
台北青年國際旅館,Y Hotel Taipei,中正區許昌街19號1樓及4-10樓,"1,4-10F., No.19, Xuchang St., Zhongzheng Dist.",02-23113201,99
建山大旅社,Jianshan Hotel,大同區歸綏街182號2-4樓,"No.182, Guisui St., Datong Dist.",02-25520680,13
東門大旅社,DONG MEN HOTEL,中正區臨沂街78號2-4樓,"No.78, Linyi St., Zhongzheng Dist.",02-23560210,26
台北寒舍喜來登大飯店,Sheraton Grand Taipei Hotel,中正區忠孝東路1段12號,"No.12, Sec. 1, Zhongxiao E. Rd., Zhongzheng Dist.",02-23215511,688
北城大飯店,CITY HOTEL TAIPEI,中山區長春路279號B1-12樓,"No.279, Changchun Rd., Zhongshan Dist.",02-25017601,55
番茄行旅,Tomato TTT INN,大同區太原路156-2號5樓,"5F., No.156-2, Taiyuan Rd., Datong Dist.",02-25555930,5
台北遠東香格里拉,"Shangri-La Far Eastern, Taipei",大安區敦化南路2段201號,"No.201, Sec. 2, Dunhua S. Rd., Da-an Dist.",02-23788888,420
東門3號膠囊旅店,Travel Fun Inn,大安區信義路2段110號,"No.110, Sec. 2, Xinyi Rd., Da’an Dist.",02-23583299,4
台北天晴旅店,Sunny Hostel,中正區懷寧街92-2號1至6樓,"1-6F., No.92-2, Huaining St., Zhongzheng Dist.",02-23319391,15
台北西門町意舍酒店,amba Taipei Ximending,萬華區武昌街二段77號5-10樓,"5-10F., No.77, Sec. 2, Wuchang St., Wanhua Dist.",02-23755111,162
東龍大飯店,EAST DRAGON HOTEL,萬華區漢口街二段23號1-7樓,"No.23, Sec. 2, Hankou St., Wanhua Dist.",02-23116969,70
儷夏商旅,MUZIK HOTEL,萬華區中華路一段90號4樓、5樓、6樓、8樓,"6F,8F, No.90, Chung Hwa Road.",02-23116168,85
樂山水靜旅館 OrigInn,OrigInn,大同區南京西路247號,"No.247, Nanjing W. Rd., Datong Dist.",02-25588843,5
和苑三井花園飯店 台北忠孝,MGH Mitsui Garden Hotel Taipei Zhongxiao,大安區忠孝東路三段30號,"No. 30, Sec. 3, Zhongxiao E. Rd., Da’an Dist.",02-27811131,297
嘉榮旅社,JIA RONG HOTEL,大同區太原路28巷11號2至4樓,"No.11, Lane 28, Taiyuan Rd., Datong District",02-25585887,15
華冠商旅HOTEL,HWA GUAN HOTEL,萬華區西昌街137 、139號1-6樓,"No.137-139, Sichang St., Wanhua District",02-23616076,46
凡登商旅●二館,Vendome Hotel II,大安區忠孝東路4段197號14樓之2、6、8,"14F.-2,6,8, No.197, Sec. 4, Zhongxiao E. Rd., Da’an Dist.",02-87710852,32
西門邑居自由旅行會館,Easy Stay Ximen Backpackers Guest House,萬華區西寧南路67號10樓,"10F., No. 67, Ximing S. Rd., Wanhua Dist.",02-23616167,8
慕居行旅,Members Hotel at Taipei 101,信義區基隆路二段22號5樓,"5F., No.22, Sec. 2, Keelung Rd., Xinyi Dist.",02-27295828,25
高雅賓館,ELEGANCE HOTEL,大安區和平東路三段139號及139號2樓至7樓、141號及141號2樓至5樓,"No.139, Sec. 3, Heping E. Rd., Da-an District",02-27388947,30
家美瑞品 台北,JIAMEI HOTEL TAIPEI,中正區北平東路12號2至9樓,"No.12, Beiping E. Rd., Zhongzheng Dist.",02-23581234,68
喜園旅館,CheersLoft,萬華區中華路一段90號3樓、3樓之1、3樓之2,"2F,N0.11,Sec.2,Changsha St. Wahua Dist. ",02-77309920,35
三隻老虎青年旅館,TRIPLE TIGER HOSTEL,萬華區康定路25巷39號4樓,"4F., No.39, Ln. 25, Kangding Rd., Wanhua Dist.",02-23755299,7
日勝生加賀屋國際溫泉飯店,Radium-Kagaya,北投區溫泉里11鄰光明路236號,"No.236, Guangming Rd., Beitou Dist.",02-28911111,89
金都精緻溫泉飯店,Jin Dou Jingzhi Hot Spring Hotel,北投區光明路240號1-6樓,"1-6F., No.240, Guangming Rd., Beitou Dist.",02-28911228,31
雀客快捷台北車站,CHECKinn Express Taipei Station,大同區太原路64號1至8樓,"1-8F., No.64, Taiyuan Rd., Datong Dist.",02-25590577,58
老爺會館台北林森,Royal Inn Taipei Linsen,中山區林森北路83號4至10樓、11樓、11樓之1、11樓之2、12樓、12樓之1、12樓之2,"4-12F., No.83, Linsen N. Rd., Zhongshan Dist.",02-25676336,81
長春精品旅館,EverGreen Hotel,松山區慶城街29號,"No.29, Cingcheng St., Songshan District",02-27188268,86
台北大直英迪格酒店,HOTEL INDIGO TAIPEI NORTH,中山區植福路200號（地上1樓部分）、200號5樓（地上5層至10層）,"NO.200,Zhifu Rd.,Zhongshan Dist.",02-35187777,149
天閣酒店台北信義,Tango HOTEL Taipei XinYi,信義區忠孝東路五段297號1-6樓,"1-6F., No.297, Sec. 5, Zhongxiao E. Rd., Xinyi Dist.",02-25288000,105
客來思樂行旅,CHRYSLER HOTEL,"大安區羅斯福路3段241號4-6樓,4-6樓之1","4-6F., No.241, Sec. 3, Roosevelt Rd., Da’an Dist.",02-23626555,20
背包棧旅店西門店,backpackers hostel,萬華區康定路25巷13號,"No.13, Lane 25, Kangding Rd., Wanhua District",02-89783666,19
米窩飯店-大安,Meworld Hotel-Daan,大安區忠孝東路四段107號7樓、7樓之2,"7F-2、7F，NO.107，Sec.4 Zhongxiao E Rd., Da&#39; an Dist.",02-27520006,20
陽光士林珮柏旅館,SUNSHINE SHIHLIN PAPER HOTEL,士林區福德路48巷6、8、10、12號1至7樓,"No.8, Ln. 48, Fude Rd., Shilin Dist.",02-28817588,56
橙舍青年旅館（臺北二館）,TW Hostel,"萬華區漢口街二段56號2-3樓,58號3樓","3F., No. 56, Sec.2, HanKou St., Wanhua Dist.",02-23119559,22
拾光行旅,LUMOS INN,大同區延平北路二段255號2樓,"2F., No.255, Sec. 2, Yanping N. Rd., Datong Dist.",02-25574999,49
碩城文旅,SC Hotel,中山區中山北路一段105巷12-6號2至8樓,"2-8F,No.12-6,Ln. 105, Sec. 1, Zhongshan N. Rd., Zhongshan Dist.",02-21001023,32
西門星辰精典大飯店,Ximen Citizen Hotel,萬華區峨眉街72號1至8樓,"No.72, Emei St., Wanhua Dist.",02-23831123,25
雀客旅館台北南京,CHECK inn Taipei Nanjing,中山區南京東路三段16號,"No.16, Sec. 3, Nanjing E. Rd., Zhongshan Dist.",02-25161610,56
千慧旅館,C.H. HOTEL,大同區南京西路22號7樓,"7F., No.22, Nanjing W. Rd., Datong Dist.",02-25552451,20
銀座飯店,GINZA HOTEL,中山區林森北路289號4樓之1～3,"4-3F,4-2F,4-1F., No.289, Linsen N. Rd., Zhongshan Dist.",02-25627733,15
森浩文旅-STEP INN,STEP INN,松山區饒河街131、133號2至3樓,"3F., No. 131, Raohe St., Songshan Dist.",02-27609090,28
城市商旅 北門館,City Siutes Beimen,大同區長安西路265號1至6樓及267號1至6樓,"NO.265,Chang&#39;an W.Rd.,Datong Dist.",02-25525777,65
鉑泊客,POSHPACKER HOTEL,中正區漢口街1段50號1-5樓,"1-5F, No.50, Sec.1 , Hankou St., Zhongzheng Dist.",02-23755555,58
南港老爺行旅,The Place Taipei,南港區經貿二路196號.196號10樓至20樓,"No.196, jingmao 2nd Rd., Nangang Dist.",02-77500588,179
皇后旅社,QUEEN HOTEL,大同區長安西路226號1至4樓,"No.226, Chang’an W. Rd., Datong Dist.",02-25590489,20
柯達大飯店台北一店,"Kodak Hotel, Taipei 1",中山區中山北路二段11巷1號及３號,"No.1, Ln. 11, Sec. 2, Zhongshan N. Rd., Zhongshan Dist.",02-25422222,53
瑾旅南西,Huada Hotel,大同區南京西路151號6至12樓,"6-12F., No.151, Nanjing W. Rd., Datong Dist.",02-25593232,45
雀客藏居台北陽明山,CHECK inn Select Taipei Yangmingshan,士林區陽明山格致路237號,"No.237, Gezhi Rd., Yangmingshan, Shilin Dist.",02-28616661,50
洛碁大飯店建北館,Green World Jianpei,中山區建國北路一段138巷1號、140號、140號2至11樓、142號、144號,"No.140, Sec. 1, Jianguo N. Rd., Zhongshan Dist.",02-25095151,59
大湖璞旅,Dahu Hotel,內湖區成功路五段462號1樓、3樓至14樓、3樓之1至3樓之6、4樓之1至4樓之13、5樓之2至5樓之13、6樓之2至6樓之13、7樓之2至7樓之12、8樓之1至8樓之13、 9樓之1至9樓之13、10樓之,"No. 462, Section 5, Chenggong Road, Neihu District",02-26338555,148
阿樹國際旅店,ARTREE HOTEL,松山區八德路三段76號1樓、4樓至14樓,"No.76, Sec. 3, Bade Rd., Songshan Dist.",02-25787728,141
小角落旅店,Corner Hostel,大同區民族西路33號(1至4樓),"No. 33, Minzu W. Rd., Datong Dist.",02-25991699,5
格拉斯麗台北飯店,HOTEL GRACERY TAIPEI,中正區忠孝東路2段89號3至19樓,"3-19F., No. 89, Sec. 2, Zhongxiao E. Rd., Zhongzheng Dist.",02-23220118,248
歐法行旅,O Fun Hotel,萬華區中華路一段90號5樓,"5F., No. 90, Sec. 1, Zhonghua Rd., Wanhua Dist.",02-23711333,33
苓旅松山小巨蛋館,O Fun Hotel,松山區八德路三段2號14樓,"5F., No. 90, Sec. 1, Zhonghua Rd., Wanhua Dist.",0977-694944,34
天閣酒店台北復興,Tango Hotel,松山區復興北路147號1至12樓,"147, Fuxing N. Rd.",02-87128000,70
百悅旅社,Pai Yueh Hotel,"萬華區開封街2段42巷2號1-5樓,44-1號6-7樓","No.2, Lane 42, Sec. 2, Kaifong St., Wanhua District",02-23881792,26
城市商旅-台北南西館,CITY SUITES Taipei Nanxi,大同區南京西路169號,"No.169, Nanjing W. Rd., Datong Dist.",02-25507722,80
